,user_id,feature_used,session_duration,engagement_score,accessibility_settings,age_group,gender,additional_attributes,user_characteristics
1696,user_2091,Visual Aid,76.28,4,2,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
1697,user_5405,Visual Aid,77.21,2,4,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
1699,user_340,Multilingual,79.48,1,2,Teenager,Female,Straight,Teenager/Female/Straight
1700,user_6760,Visual Aid,84.18,2,1,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
1701,user_7382,Colorblind Mode,20.29,2,1,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
1702,user_959,Multilingual,8.88,2,2,Adult,Male,Straight,Adult/Male/Straight
1703,user_7492,High Contrast Mode,37.47,4,1,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
1704,user_8163,Text-to-Speech,116.87,1,2,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
1705,user_3055,Multilingual,22.04,4,2,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
1706,user_4918,Colorblind Mode,108.1,2,5,Adult,Male,Straight,Adult/Male/Straight
1707,user_4156,Colorblind Mode,24.31,3,3,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
1708,user_5629,Visual Aid,115.98,5,2,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
1709,user_4923,Text-to-Speech,75.19,5,4,Professional,Male,Straight,Professional/Male/Straight
1710,user_7683,Colorblind Mode,100.48,5,2,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
1711,user_5340,Colorblind Mode,25.7,5,3,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
1714,user_1138,Text-to-Speech,82.57,4,2,Professional,Male,Straight,Professional/Male/Straight
1715,user_1690,Multilingual,48.83,1,4,Professional,Male,Straight,Professional/Male/Straight
1716,user_3778,Text-to-Speech,52.2,2,1,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
1717,user_1806,Visual Aid,81.68,2,4,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
1718,user_6126,Multilingual,5.96,1,4,Young Adult,Male,Straight,Young Adult/Male/Straight
1719,user_6803,Colorblind Mode,53.01,4,4,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
1722,user_3456,Text-to-Speech,51.23,5,0,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
1723,user_1919,Visual Aid,43.73,1,4,Young Adult,Female,Straight,Young Adult/Female/Straight
1725,user_2139,Visual Aid,50.86,3,2,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
1726,user_4891,Multilingual,15.88,2,1,Senior,Male,Straight,Senior/Male/Straight
1728,user_6344,Multilingual,110.11,2,4,Professional,Male,Straight,Professional/Male/Straight
1729,user_4845,Visual Aid,32.35,1,5,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
1730,user_5199,Visual Aid,46.88,4,1,Teenager,Female,Straight,Teenager/Female/Straight
1732,user_7033,Text-to-Speech,97.17,2,0,Professional,Female,Straight,Professional/Female/Straight
1733,user_3782,Text-to-Speech,67.54,5,3,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
1734,user_9370,High Contrast Mode,11.42,4,0,Teenager,Male,Straight,Teenager/Male/Straight
1735,user_4584,Colorblind Mode,115.18,3,1,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
1736,user_7003,High Contrast Mode,82.46,2,3,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
1737,user_8657,Colorblind Mode,10.89,2,1,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
1738,user_4698,Multilingual,50.99,1,2,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
1739,user_6082,High Contrast Mode,8.42,1,2,Professional,Female,Straight,Professional/Female/Straight
1740,user_8414,High Contrast Mode,53.69,5,4,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
1741,user_3502,High Contrast Mode,83.65,5,2,Young Adult,Male,Straight,Young Adult/Male/Straight
1742,user_1631,High Contrast Mode,92.6,4,1,Teenager,Female,Straight,Teenager/Female/Straight
1743,user_206,Colorblind Mode,60.21,3,1,Senior,Male,Straight,Senior/Male/Straight
1744,user_9381,Text-to-Speech,96.69,3,2,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
1746,user_3152,High Contrast Mode,26.6,1,1,Young Adult,Female,Straight,Young Adult/Female/Straight
1749,user_5652,Colorblind Mode,96.38,3,3,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
1750,user_8249,Visual Aid,89.34,1,1,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
1752,user_2216,High Contrast Mode,67.09,1,4,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
1753,user_6194,Visual Aid,110.47,2,1,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
1754,user_3120,Colorblind Mode,109.0,5,5,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
1758,user_565,Text-to-Speech,107.97,4,2,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
1759,user_3069,Multilingual,61.81,1,5,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
1760,user_8043,Multilingual,20.86,4,5,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
1761,user_1163,Text-to-Speech,113.84,2,3,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
1762,user_9928,Visual Aid,33.04,3,0,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
1763,user_2534,Colorblind Mode,72.28,2,5,Professional,Female,Straight,Professional/Female/Straight
1764,user_6372,Colorblind Mode,114.31,4,0,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
1766,user_3019,Visual Aid,83.12,2,3,Professional,Female,Straight,Professional/Female/Straight
1767,user_1810,Colorblind Mode,88.42,5,1,Teenager,Female,Straight,Teenager/Female/Straight
1768,user_110,High Contrast Mode,62.44,1,1,Professional,Female,Straight,Professional/Female/Straight
1769,user_2835,Text-to-Speech,65.64,5,3,Professional,Male,Straight,Professional/Male/Straight
1770,user_3856,Colorblind Mode,24.42,3,5,Professional,Male,Straight,Professional/Male/Straight
1773,user_2661,Text-to-Speech,98.25,5,0,Young Adult,Female,Straight,Young Adult/Female/Straight
1774,user_8459,Text-to-Speech,27.76,4,4,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
1775,user_8968,Multilingual,5.76,4,2,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
1776,user_509,Visual Aid,80.93,4,0,Young Adult,Male,Straight,Young Adult/Male/Straight
1777,user_8006,Multilingual,75.56,4,5,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
1778,user_4087,Colorblind Mode,17.66,1,3,Teenager,Female,Straight,Teenager/Female/Straight
1779,user_7123,High Contrast Mode,43.0,1,3,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
1780,user_6786,Multilingual,53.18,1,4,Senior,Male,Straight,Senior/Male/Straight
1781,user_5040,Multilingual,9.83,5,2,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
1782,user_9325,Visual Aid,36.03,1,1,Senior,Male,Straight,Senior/Male/Straight
1783,user_8088,High Contrast Mode,60.37,5,2,Adult,Male,Straight,Adult/Male/Straight
1784,user_686,Colorblind Mode,16.7,2,0,Professional,Male,Straight,Professional/Male/Straight
1785,user_6206,Visual Aid,27.89,2,2,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
1786,user_5127,Visual Aid,59.25,2,2,Professional,Female,Straight,Professional/Female/Straight
1787,user_9484,Multilingual,81.58,1,3,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
1788,user_44,Multilingual,7.35,4,5,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
1789,user_1917,Visual Aid,28.89,4,1,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
1790,user_9228,Colorblind Mode,63.49,2,4,Teenager,Female,Straight,Teenager/Female/Straight
1792,user_4377,Multilingual,60.75,4,2,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
1794,user_3927,Colorblind Mode,26.41,1,4,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
1795,user_5661,Visual Aid,11.05,4,1,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
1796,user_6784,Text-to-Speech,88.61,5,1,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
1797,user_2352,Colorblind Mode,112.94,3,4,Teenager,Male,Straight,Teenager/Male/Straight
1798,user_3096,Multilingual,113.22,4,2,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
1799,user_9522,High Contrast Mode,46.95,2,0,Professional,Male,Straight,Professional/Male/Straight
1800,user_5461,Text-to-Speech,80.05,5,4,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
1801,user_437,Text-to-Speech,17.49,3,5,Professional,Male,Straight,Professional/Male/Straight
1802,user_2821,Multilingual,67.51,5,3,Young Adult,Male,Straight,Young Adult/Male/Straight
1803,user_1199,High Contrast Mode,113.41,1,1,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
1806,user_8336,Multilingual,11.55,1,4,Teenager,Female,Straight,Teenager/Female/Straight
1807,user_7727,Visual Aid,42.36,3,2,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
1808,user_88,Multilingual,26.53,5,5,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
1809,user_724,High Contrast Mode,74.66,2,5,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
1810,user_68,Multilingual,35.3,1,5,Young Adult,Female,Straight,Young Adult/Female/Straight
1811,user_657,Text-to-Speech,30.86,5,5,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
1812,user_8808,Multilingual,45.86,1,0,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
1813,user_2294,Text-to-Speech,81.34,1,2,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
1814,user_2930,High Contrast Mode,106.17,1,2,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
1815,user_2095,Text-to-Speech,28.23,2,5,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
1816,user_903,Text-to-Speech,27.64,4,5,Young Adult,Female,Straight,Young Adult/Female/Straight
1817,user_5881,Visual Aid,75.05,4,5,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
1818,user_3864,High Contrast Mode,83.92,4,1,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
1819,user_2151,Colorblind Mode,29.23,3,4,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
1820,user_2734,High Contrast Mode,79.17,5,4,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
1821,user_697,Text-to-Speech,14.63,1,2,Teenager,Male,Straight,Teenager/Male/Straight
1823,user_9609,Visual Aid,39.77,2,4,Teenager,Male,Straight,Teenager/Male/Straight
1824,user_3851,High Contrast Mode,96.46,4,5,Professional,Female,Straight,Professional/Female/Straight
1825,user_9435,Text-to-Speech,21.22,2,3,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
1827,user_6283,High Contrast Mode,78.17,4,5,Professional,Male,Straight,Professional/Male/Straight
1829,user_8670,Text-to-Speech,84.62,5,4,Professional,Female,Straight,Professional/Female/Straight
1830,user_9360,Multilingual,30.07,5,2,Teenager,Male,Straight,Teenager/Male/Straight
1832,user_497,Text-to-Speech,32.47,5,1,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
1833,user_4776,Visual Aid,21.06,2,3,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
1834,user_6958,High Contrast Mode,61.5,1,2,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
1835,user_6275,Text-to-Speech,53.59,3,4,Senior,Male,Straight,Senior/Male/Straight
1836,user_1162,Text-to-Speech,71.66,5,1,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
1837,user_7324,High Contrast Mode,107.45,5,3,Young Adult,Male,Straight,Young Adult/Male/Straight
1838,user_1910,Visual Aid,99.55,2,5,Adult,Male,Straight,Adult/Male/Straight
1839,user_255,Text-to-Speech,82.48,4,3,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
1840,user_1510,Colorblind Mode,60.61,3,3,Senior,Male,Straight,Senior/Male/Straight
1841,user_4686,Multilingual,80.32,4,0,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
1842,user_7704,Multilingual,39.28,3,0,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
1843,user_8791,Text-to-Speech,108.54,5,5,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
1844,user_2972,Visual Aid,104.9,3,1,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
1845,user_4319,Visual Aid,6.38,5,0,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
1846,user_7632,Text-to-Speech,77.78,4,5,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
1847,user_5775,Visual Aid,64.05,5,3,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
1848,user_9262,Text-to-Speech,18.92,3,3,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
1849,user_1633,Multilingual,8.53,5,0,Professional,Male,Straight,Professional/Male/Straight
1850,user_1996,Colorblind Mode,90.33,4,2,Professional,Male,Straight,Professional/Male/Straight
1851,user_7981,High Contrast Mode,109.58,2,5,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
1852,user_3137,Text-to-Speech,87.93,2,5,Professional,Male,Straight,Professional/Male/Straight
1853,user_9302,Visual Aid,6.53,3,5,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
1854,user_721,Visual Aid,88.73,4,4,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
1855,user_6426,High Contrast Mode,69.22,3,5,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
1857,user_5312,Visual Aid,48.8,2,2,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
1858,user_955,Visual Aid,65.68,2,5,Senior,Male,Straight,Senior/Male/Straight
1859,user_6601,Text-to-Speech,44.05,5,5,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
1860,user_8437,Colorblind Mode,118.53,4,0,Professional,Male,Straight,Professional/Male/Straight
1861,user_8698,Multilingual,27.78,2,2,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
1862,user_8236,Multilingual,78.36,2,5,Young Adult,Male,Straight,Young Adult/Male/Straight
1863,user_5982,Colorblind Mode,26.99,3,4,Professional,Female,Straight,Professional/Female/Straight
1864,user_7571,High Contrast Mode,32.88,1,3,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
1865,user_7039,High Contrast Mode,82.99,3,0,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
1866,user_635,Colorblind Mode,57.9,2,4,Professional,Male,Straight,Professional/Male/Straight
1867,user_2996,Visual Aid,39.17,5,3,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
1868,user_7617,High Contrast Mode,57.39,2,1,Adult,Female,Straight,Adult/Female/Straight
1869,user_3226,Visual Aid,94.82,5,4,Adult,Male,Straight,Adult/Male/Straight
1870,user_1985,Colorblind Mode,83.07,5,5,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
1871,user_6959,Multilingual,63.36,1,2,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
1872,user_326,Text-to-Speech,114.14,1,0,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
1873,user_3910,High Contrast Mode,10.28,5,0,Professional,Female,Straight,Professional/Female/Straight
1874,user_5708,Colorblind Mode,27.75,4,0,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
1876,user_2519,Colorblind Mode,104.77,4,3,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
1877,user_5004,Text-to-Speech,28.53,2,5,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
1878,user_5575,Multilingual,29.44,1,5,Professional,Male,Straight,Professional/Male/Straight
1879,user_256,High Contrast Mode,86.13,1,3,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
1880,user_6454,High Contrast Mode,42.51,2,2,Young Adult,Male,Straight,Young Adult/Male/Straight
1881,user_3265,Text-to-Speech,53.48,4,5,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
1882,user_2075,Colorblind Mode,40.98,3,5,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
1883,user_7587,Colorblind Mode,30.38,5,2,Adult,Male,Straight,Adult/Male/Straight
1884,user_997,Text-to-Speech,115.07,4,5,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
1886,user_2532,Text-to-Speech,16.21,5,0,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
1887,user_4512,Text-to-Speech,113.35,5,2,Adult,Male,Straight,Adult/Male/Straight
1888,user_1443,Text-to-Speech,96.62,4,3,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
1889,user_7004,Colorblind Mode,50.44,2,0,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
1890,user_9969,Multilingual,96.95,1,1,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
1891,user_4214,High Contrast Mode,88.62,4,0,Senior,Male,Straight,Senior/Male/Straight
1892,user_5144,Text-to-Speech,93.81,4,5,Senior,Female,Straight,Senior/Female/Straight
1893,user_7066,Colorblind Mode,68.98,5,5,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
1894,user_4912,Colorblind Mode,108.31,4,0,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
1895,user_6252,Colorblind Mode,38.08,2,4,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
1896,user_8796,Colorblind Mode,104.74,2,3,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
1897,user_6811,Visual Aid,83.25,5,1,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
1898,user_6208,High Contrast Mode,56.86,3,1,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
1899,user_7649,Colorblind Mode,114.82,2,4,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
1900,user_6498,Text-to-Speech,52.44,5,2,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
1901,user_4168,Visual Aid,105.04,1,5,Young Adult,Female,Straight,Young Adult/Female/Straight
1902,user_6746,Visual Aid,45.39,5,3,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
1903,user_1968,Visual Aid,102.08,2,2,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
1906,user_8275,Multilingual,79.77,3,0,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
1907,user_4998,Multilingual,97.8,3,5,Teenager,Male,Straight,Teenager/Male/Straight
1909,user_285,High Contrast Mode,5.43,1,4,Professional,Male,Straight,Professional/Male/Straight
1910,user_83,High Contrast Mode,55.66,1,0,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
1911,user_222,Multilingual,32.17,1,2,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
1912,user_1798,Colorblind Mode,111.35,1,5,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
1914,user_7268,Text-to-Speech,75.95,5,4,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
1915,user_4311,Visual Aid,20.02,1,0,Senior,Male,Straight,Senior/Male/Straight
1916,user_3136,Colorblind Mode,105.67,1,2,Professional,Female,Straight,Professional/Female/Straight
1917,user_7330,Colorblind Mode,20.52,2,5,Senior,Female,Straight,Senior/Female/Straight
1918,user_8366,Colorblind Mode,64.52,1,1,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
1920,user_8014,Visual Aid,26.21,2,3,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
1921,user_1600,Visual Aid,39.78,3,2,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
1922,user_283,Multilingual,6.62,3,0,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
1923,user_7778,High Contrast Mode,72.56,4,1,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
1924,user_3937,Visual Aid,61.26,2,1,Young Adult,Female,Straight,Young Adult/Female/Straight
1925,user_8318,Text-to-Speech,14.35,2,2,Professional,Female,Straight,Professional/Female/Straight
1927,user_3121,Colorblind Mode,5.42,2,0,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
1929,user_2413,Visual Aid,32.26,4,0,Senior,Male,Straight,Senior/Male/Straight
1931,user_8884,Colorblind Mode,85.83,5,0,Professional,Male,Straight,Professional/Male/Straight
1932,user_3654,Visual Aid,118.14,5,5,Young Adult,Male,Straight,Young Adult/Male/Straight
1933,user_3657,High Contrast Mode,71.1,3,1,Young Adult,Female,Straight,Young Adult/Female/Straight
1934,user_7879,Multilingual,95.91,5,0,Professional,Male,Straight,Professional/Male/Straight
1935,user_7005,Colorblind Mode,52.48,5,4,Teenager,Female,Straight,Teenager/Female/Straight
1936,user_2695,Colorblind Mode,53.07,2,4,Adult,Male,Straight,Adult/Male/Straight
1937,user_2315,Colorblind Mode,103.19,4,5,Adult,Male,Straight,Adult/Male/Straight
